分数,位次,省份,年份,科类
460,192766,安徽,2025,物理类
459,194128,安徽,2025,物理类
458,195496,安徽,2025,物理类
457,196741,安徽,2025,物理类
456,197990,安徽,2025,物理类
455,199321,安徽,2025,物理类
454,200651,安徽,2025,物理类
453,201937,安徽,2025,物理类
452,203193,安徽,2025,物理类
451,204450,安徽,2025,物理类
450,205704,安徽,2025,物理类
449,207029,安徽,2025,物理类
448,208291,安徽,2025,物理类
447,209487,安徽,2025,物理类
446,210729,安徽,2025,物理类
445,211972,安徽,2025,物理类
444,213222,安徽,2025,物理类
443,214395,安徽,2025,物理类
442,215586,安徽,2025,物理类
441,216809,安徽,2025,物理类
440,217904,安徽,2025,物理类
439,219108,安徽,2025,物理类
438,220279,安徽,2025,物理类
437,221385,安徽,2025,物理类
436,222508,安徽,2025,物理类
435,223621,安徽,2025,物理类
434,224757,安徽,2025,物理类
433,225868,安徽,2025,物理类
432,226948,安徽,2025,物理类
431,228048,安徽,2025,物理类
430,229124,安徽,2025,物理类
429,230239,安徽,2025,物理类
428,231328,安徽,2025,物理类
427,232407,安徽,2025,物理类
426,233458,安徽,2025,物理类
425,234512,安徽,2025,物理类
424,235570,安徽,2025,物理类
423,236611,安徽,2025,物理类
422,237609,安徽,2025,物理类
421,238608,安徽,2025,物理类
420,239558,安徽,2025,物理类
419,240505,安徽,2025,物理类
418,241466,安徽,2025,物理类
417,242450,安徽,2025,物理类
416,243416,安徽,2025,物理类
415,244351,安徽,2025,物理类
414,245266,安徽,2025,物理类
413,246186,安徽,2025,物理类
412,247141,安徽,2025,物理类
411,248009,安徽,2025,物理类
410,248916,安徽,2025,物理类
409,249799,安徽,2025,物理类
408,250677,安徽,2025,物理类
407,251593,安徽,2025,物理类
406,252460,安徽,2025,物理类
405,253350,安徽,2025,物理类
404,254213,安徽,2025,物理类
403,255050,安徽,2025,物理类
402,255878,安徽,2025,物理类
401,256701,安徽,2025,物理类
400,257548,安徽,2025,物理类
399,258327,安徽,2025,物理类
398,259155,安徽,2025,物理类
397,259972,安徽,2025,物理类
396,260831,安徽,2025,物理类
395,261639,安徽,2025,物理类
394,262398,安徽,2025,物理类
393,263155,安徽,2025,物理类
392,263919,安徽,2025,物理类
391,264686,安徽,2025,物理类
390,265401,安徽,2025,物理类
389,266163,安徽,2025,物理类
388,266868,安徽,2025,物理类
387,267563,安徽,2025,物理类
386,268291,安徽,2025,物理类
385,269012,安徽,2025,物理类
384,269724,安徽,2025,物理类
383,270401,安徽,2025,物理类
382,271091,安徽,2025,物理类
381,271791,安徽,2025,物理类
380,272445,安徽,2025,物理类
379,273133,安徽,2025,物理类
378,273834,安徽,2025,物理类
377,274506,安徽,2025,物理类
376,275141,安徽,2025,物理类
375,275835,安徽,2025,物理类
374,276482,安徽,2025,物理类
373,277141,安徽,2025,物理类
372,277796,安徽,2025,物理类
371,278419,安徽,2025,物理类
370,279080,安徽,2025,物理类
369,279727,安徽,2025,物理类
368,280384,安徽,2025,物理类
367,281013,安徽,2025,物理类
366,281577,安徽,2025,物理类
365,282200,安徽,2025,物理类
364,282800,安徽,2025,物理类
363,283351,安徽,2025,物理类
362,283950,安徽,2025,物理类
361,284514,安徽,2025,物理类
360,285091,安徽,2025,物理类
359,285647,安徽,2025,物理类
358,286141,安徽,2025,物理类
357,286714,安徽,2025,物理类
356,287293,安徽,2025,物理类
355,287816,安徽,2025,物理类
354,288325,安徽,2025,物理类
353,288843,安徽,2025,物理类
352,289358,安徽,2025,物理类
351,289839,安徽,2025,物理类
350,290293,安徽,2025,物理类
349,290753,安徽,2025,物理类
348,291228,安徽,2025,物理类
347,291704,安徽,2025,物理类
346,292155,安徽,2025,物理类
345,292658,安徽,2025,物理类
344,293097,安徽,2025,物理类
343,293545,安徽,2025,物理类
342,293998,安徽,2025,物理类
341,294467,安徽,2025,物理类
340,294923,安徽,2025,物理类
339,295349,安徽,2025,物理类
338,295747,安徽,2025,物理类
337,296172,安徽,2025,物理类
336,296556,安徽,2025,物理类
335,296968,安徽,2025,物理类
334,297372,安徽,2025,物理类
333,297795,安徽,2025,物理类
332,298176,安徽,2025,物理类
331,298547,安徽,2025,物理类
330,298940,安徽,2025,物理类
329,299341,安徽,2025,物理类
328,299733,安徽,2025,物理类
327,300096,安徽,2025,物理类
326,300450,安徽,2025,物理类
325,300822,安徽,2025,物理类
324,301213,安徽,2025,物理类
323,301558,安徽,2025,物理类
322,301916,安徽,2025,物理类
321,302243,安徽,2025,物理类
320,302570,安徽,2025,物理类
319,302912,安徽,2025,物理类
318,303246,安徽,2025,物理类
317,303558,安徽,2025,物理类
316,303894,安徽,2025,物理类
315,304193,安徽,2025,物理类
314,304544,安徽,2025,物理类
313,304868,安徽,2025,物理类
312,305196,安徽,2025,物理类
311,305472,安徽,2025,物理类
310,305786,安徽,2025,物理类
309,306075,安徽,2025,物理类
308,306368,安徽,2025,物理类
307,306662,安徽,2025,物理类
306,306914,安徽,2025,物理类
305,307190,安徽,2025,物理类
304,307492,安徽,2025,物理类
303,307749,安徽,2025,物理类
302,308032,安徽,2025,物理类
301,308293,安徽,2025,物理类
300,308550,安徽,2025,物理类
299,308826,安徽,2025,物理类
298,309130,安徽,2025,物理类
297,309364,安徽,2025,物理类
296,309587,安徽,2025,物理类
295,309832,安徽,2025,物理类
294,310059,安徽,2025,物理类
293,310300,安徽,2025,物理类
292,310549,安徽,2025,物理类
291,310781,安徽,2025,物理类
290,311031,安徽,2025,物理类
289,311265,安徽,2025,物理类
